"Command","Description","Syntax","Parameters","Links","Category","Tags"
"Out-GridView","Send output to an interactive table."," Out-GridView [-InputObject <i>psobject</i>] [-Title <i>string</i>] [<i><a href=""common.html"">CommonParameters</a></i>]
"," -InputObject <i>psobject</i>
 Input object to be displayed
 If a collection of objects are specified, Out-GridView will treat
 the collection as one collection object, and will display one row
 that represents the entire collection.
 To display the each object in a collection, use a pipeline operator (|)
 to send objects to Out-GridView.
 -Title <i>string</i>
 The text that appears in the title bar of the Out-GridView window. 
 By default, the title bar displays the command that invokes Out-GridView.
 -passthru (PowerShell 3.0)
 Adds an OK/Cancel button to the gridview allowing one or more items to be selected
 and returned back to the pipeline (select multiple items with the Ctrl key.
 <p>Standard Aliases for Out-GridView: <b>ogv</b></p>
 <p>Key features of Grid-View are: Resizable columns, proportionally spaced fonts and the ability to click on a column header to sort the entire grid by that column. Grouping and basic filtering are also available with a right click. To filter a particular column prefix the search with the column name e.g. status:stopped</p>
","https://ss64.com/ps/out-gridview.html","System Utility",
"ogv","Send output to an interactive table."," Out-GridView [-InputObject <i>psobject</i>] [-Title <i>string</i>] [<i><a href=""common.html"">CommonParameters</a></i>]
"," -InputObject <i>psobject</i>
 Input object to be displayed
 If a collection of objects are specified, Out-GridView will treat
 the collection as one collection object, and will display one row
 that represents the entire collection.
 To display the each object in a collection, use a pipeline operator (|)
 to send objects to Out-GridView.
 -Title <i>string</i>
 The text that appears in the title bar of the Out-GridView window. 
 By default, the title bar displays the command that invokes Out-GridView.
 -passthru (PowerShell 3.0)
 Adds an OK/Cancel button to the gridview allowing one or more items to be selected
 and returned back to the pipeline (select multiple items with the Ctrl key.
 <p>Standard Aliases for Out-GridView: <b>ogv</b></p>
 <p>Key features of Grid-View are: Resizable columns, proportionally spaced fonts and the ability to click on a column header to sort the entire grid by that column. Grouping and basic filtering are also available with a right click. To filter a particular column prefix the search with the column name e.g. status:stopped</p>
","https://ss64.com/ps/out-gridview.html","System Utility",
"Out-Host","Send output to the host."," Out-Host [-inputObject <i>psobject</i>] [-paging] [<i><a href=""common.html"">CommonParameters</a></i>]
"," -inputObject <i>psobject</i>
 The object(s) to be written to the console. A variable, command or expression that gets the objects.
 Use for flat collections, nested collections may need to be unwrapped and passed through the pipe.
 {may also be piped}
 -paging 
 Display one page of output at a time, and wait for user input before 
 displaying more. By default, all output is displayed on a single page. 
 The page size is determined by the characteristics of the host.
","https://ss64.com/ps/out-host.html","System Utility",
"oh   ","Send output to the host."," Out-Host [-inputObject <i>psobject</i>] [-paging] [<i><a href=""common.html"">CommonParameters</a></i>]
"," -inputObject <i>psobject</i>
 The object(s) to be written to the console. A variable, command or expression that gets the objects.
 Use for flat collections, nested collections may need to be unwrapped and passed through the pipe.
 {may also be piped}
 -paging 
 Display one page of output at a time, and wait for user input before 
 displaying more. By default, all output is displayed on a single page. 
 The page size is determined by the characteristics of the host.
","https://ss64.com/ps/out-host.html","System Utility",
"Out-Null","Send output to null."," Out-Null [-inputObject <i>psobject</i>] [<i><a href=""common.html"">CommonParameters</a></i>]
"," -inputObject <i>psobject</i>
 The object that will be sent to null (deleted). {may be piped}
 A command, expression or variable that contains the objects.
","https://ss64.com/ps/out-null.html","System Utility",
"Out-Printer","Send the output to a printer."," Out-Printer [[-name] <i>string</i>] [-inputObject <i>psobject</i>] [<i><a href=""common.html"">CommonParameters</a></i>]
"," -name <i>string</i>
 The printer name, if omitted will go to default printer.
 -inputObject <i>psobject</i>
 The object to be sent to the printer {may be piped}
","https://ss64.com/ps/out-printer.html","System Utility, Printing",
"lp","Send the output to a printer."," Out-Printer [[-name] <i>string</i>] [-inputObject <i>psobject</i>] [<i><a href=""common.html"">CommonParameters</a></i>]
"," -name <i>string</i>
 The printer name, if omitted will go to default printer.
 -inputObject <i>psobject</i>
 The object to be sent to the printer {may be piped}
","https://ss64.com/ps/out-printer.html","System Utility, Printing",
"Out-String","Send objects to the host as strings."," Out-String [-inputObject <i>psobject</i>] [-width <i>int</i>]
 [-stream] [<i><a href=""common.html"">CommonParameters</a></i>]
"," -inputObject <i>psobject</i>
 The object to be written to file. A variable, command or expression that gets the objects.
 Use for flat collections, nested collections may need to be unwrapped and passed through the pipe.
 {may also be piped}
 -width <i>int</i>
 The number of characters in each line of output. Any additional characters are truncated, not wrapped.
 The default is determined by the host, for PowerShell.exe this is 80 (characters).
 -stream 
 Send the strings for each object separately. 
 By default, the strings for each object are accumulated
 and sent as a single string.
","https://ss64.com/ps/out-string.html","System Utility",
"Get-Package","Return a list of all software packages installed using Package Management.","Not Available","Not Available","Not Available","System Administration, Enumeration",
"Find-Package","Find software packages in available package sources.","Not Available","Not Available","Not Available","System Administration, Enumeration",
"Install-Package","Install one or more software packages."," Install-Package [<b>-Name</b>] <i>String[]</i> [-RequiredVersion <i>String</i>] [-MinimumVersion <i>String</i>] [-MaximumVersion <i>String</i>]
 [-AllVersions] [-Source <i>String[]</i>] [-Credential <i>PSCredential</i>] [-Proxy <i>Uri</i>] [-ProxyCredential <i>PSCredential</i>]
 [-Force] [-ForceBootstrap]
 [-ProviderName {msi | NuGet | msu | Programs | PowerShellGet | psl | chocolatey}]
 [-Confirm] [-WhatIf] [<i><a href=""common.html"">CommonParameters</a></i>]
 Install-Package [<b>-InputObject</b>] <i>SoftwareIdentity</i>[] [-AllVersions] [-Credential <i>PSCredential</i>] 
 [-Force] [-ForceBootstrap] [-Proxy <i>Uri</i>] [-ProxyCredential <i>PSCredential</i>]
 [-Confirm] [-WhatIf] [<i><a href=""common.html"">CommonParameters</a></i>]
 Install-Package [-AllVersions] [-AllowPrereleaseVersions] [-ConfigFile <i>String</i>] [-Contains <i>String</i>] 
 [-Credential <i>PSCredential</i>] [-Destination <i>String</i>] [-ExcludeVersion] [-FilterOnTag <i>String[]</i>]
 [-Headers <i>String[]</i>] [-Force] [-ForceBootstrap] [-Proxy <Uri>] [-ProxyCredential <i>PSCredential</i>]
 [-Scope {CurrentUser | AllUsers}] [-SkipDependencies] [-SkipValidate]
 [-Confirm] [-WhatIf] [<i><a href=""common.html"">CommonParameters</a></i>]
 
 Install-Package [-AcceptLicense] [-AllVersions] [-AllowClobber] [-Command <i>String[]</i>] [-Credential <i>PSCredential</i>] 
 [<b>-DscResource</b> <i>String[]</i> ] [-Filter <i>String</i>] [-Force] [-ForceBootstrap]
 [-Includes {DscResource | Cmdlet | Function | Workflow | RoleCapability}] [-RoleCapability <i>String[]</i>]
 [-InstallUpdate] [-<span class=""dotted"">NoPathUpdate</span>] [-PackageManagementProvider <i>String</i>] 
 [-Proxy <i>Uri</i>] [-ProxyCredential <i>PSCredential</i>] [-PublishLocation <i>String</i>]
 [-Scope {CurrentUser | AllUsers}] [-ScriptPublishLocation <i>String</i>]
 [-ScriptSourceLocation <i>String</i>] [-SkipPublisherCheck] [-Tag <i>String[]</i>]
 [-Type {Module | Script | All}]
 [-Confirm] [-WhatIf] [<i><a href=""common.html"">CommonParameters</a></i>]
 
"," -AcceptLicense
 Automatically accept the license agreement during installation.
 -AdditionalArguments <i>String[]</i>
 One or more additional arguments for installation.
 
 -AllVersions
 Indicates that this cmdlet installs all available versions of the package.
 By default, Install-Package only installs the newest available version.
 
 -AllowClobber
 Override warning messages about conflicts with existing commands.
 Overwrite any existing commands that have the same name as commands being installed.
 
 -AllowPrereleaseVersions
 Allow the installation of packages marked as prerelease.
 
 -Command <i>String[]</i>
 One or more commands for which Find-Package searches.
 
 -ConfigFile <i>String</i>
 A path that contains a configuration file.
 
 -Confirm
 Prompt for confirmation before running the cmdlet.
 
 -Contains <i>String</i>
 Get objects if the -Contains parameter specifies a value that matches any of the object's property values.
 
 -Credential <i>PSCredential</i>
 A user account that has permission to access the computer and run commands.
 Type a user name, such as User64, Domain01\User64, or enter a PSCredential object, generated by
 the Get-Credential cmdlet. If you enter a user name, you will be prompted for the password.
 When the -Credential parameter isn’t specified, Install-Package will use the current user.
 
 -Destination <i>String</i>
 A path to an input object.
 
 -DscResource <i>String[]</i>
 One or more Desired State Configuration (DSC) resources that are searched by Install-Package.
 Use the Find-DscResource cmdlet to find DSC resources.
 
 -ExcludeVersion
 Switch to exclude the version number in the folder path.
 
 -Filter <i>String</i>
 Terms to search for within the Name and Description properties.
 
 -FilterOnTag <i>String[]</i>
 A tag that filters results and excludes results that don’t contain the specified tag.
 
 -Force
 Force the command to run without asking for user confirmation.
 Override any restrictions that prevent Install-Package from succeeding, with the exception of security.
 
 -ForceBootstrap
 Force PackageManagement to automatically install the package provider for the specified package.
 
 -Headers <i>String[]</i>
 Specifies the package headers.
 
 -IncludeSystemComponent
 Include system components in the results.
 
 -IncludeWindowsInstaller
 Include the Windows installer in the results.
 
 -Includes <i>String[]</i>
 Whether Install-Package should find all package types. 
 Accepted values: Cmdlet, DscResource, Function, RoleCapability, Workflow
 
 -InputObject <i>SoftwareIdentity[]</i>
 Specifies a package by using the package's SoftwareIdentity type.
 Accepts pipeline input.
 Find-Package outputs a SoftwareIdentity object.
 
 -InstallUpdate
 Install updates.
 
 -MaximumVersion <i>String</i>
 The maximum allowed version of the package that you want to find. If you do not specify this 
 parameter, Install-Package installs the package's newest version.
 
 -MinimumVersion <i>String</i>
 The minimum allowed version of the package that you want to find. If you do not add this parameter, Install-Package
 will install the package's newest version that satisfies any version specified by the -MaximumVersion parameter.
 
 -Name <i>String[]</i>
 One or more package names. Multiple names must be separated by commas.
 
 -NoPathUpdate
 NoPathUpdate only applies to the Install-Script cmdlet.
 NoPathUpdate is a dynamic parameter added by the provider and isn’t supported by Install-Package.
 
 -PackageManagementProvider <i>String</i>
 The name of the Package Management provider.
 
 -ProviderName <i>String[]</i>
 One or more package provider names to which to scope your package search. You can get package 
 provider names by running Get-PackageProvider.
 
 -Proxy <i>Uri</i>
 A proxy server for the request, rather than connecting directly to an internet resource.
 -ProxyCredential <i>PSCredential</i>
 A user account that has permission to use the proxy server specified by the -Proxy parameter.
 -PublishLocation <i>String</i>
 A location for publishing the package.
 -RequiredVersion <i>String</i>
 Specifies the exact allowed version of the package that you want to install. If you do not add this parameter, 
 Install-Package installs the newest available version of the package that also satisfies any maximum version 
 specified by the MaximumVersion parameter.
 -RoleCapability <i>String[]</i>
 An array of role capabilities.
 -Scope <i>String</i>
 Specifies the scope to which to install the package.
 Accepted values: CurrentUser, AllUsers
 -ScriptPublishLocation <i>String</i>
 The path to a script's published location.
 -ScriptSourceLocation <i>String</i>
 The script source location.
 -SkipDependencies
 Skip the installation of software dependencies.
 -SkipPublisherCheck
 Allow a package version that is newer than your installed version.
 For example, an installed package that is digitally signed by a trusted publisher but a new version isn’t digitally signed.
 -SkipValidate
 Skip validating the credentials of a package.
 -Source <i>String[]</i>
 Specifies one or more package sources. Multiple package source names must be separated by commas. You can get 
 package source names by running the Get-PackageSource cmdlet.
 -Tag <i>String[]</i>
 One or more strings to search for in the package metadata.
 
 -Type <i>String</i>
 Whether to search for packages with a module, a script, or both. 
 Accepted values: Module, Script, All
 -WhatIf
 Describe what would happen if you executed the command, without actually executing the command.
","https://ss64.com/ps/install-package.html","System Administration",
